author,rating,title,review,updated,version,country
komangmayun,5,Pengalaman ku dengan Honda,"Dari baru lahir merek motor paling andalan adalah HONDA , irit nya luar biasa , 
Motor pertamaku grand berlanjut ke supra dan scoppy 
seiring dengan waktu dan zaman HONDA Mampu mengikuti zaman dan trend dan tidak kalah dengan merek yang lain
Semoga lewat aplikasi Motorku X ini Honda memberi trobosan yg lebih maju lagi",2021-12-08T03:12:05-07:00,1.6.0,id
Nova Tri Saputri,5,MOTORKU X PASTI PUAS,"siapa yang ngira motorku X cuma bisa buat booking service doang ? yok coba di buka buka lagi fiturnya, selain untuk booking service MOTORKU X juga bisa liat lokasi AHASS terdekat loh, atau yang bosan dirumah bisa juga ni liat KATALOG buat Liat MOTOR, SPAREPART, APARREL ATAU OLI, trus Guys kalian bisa main GAMEnya juga loh seru banget kocak lagi gamenya dan kalian bisa Juga ni baca BERITA terkini soal OTOMOTIF ataupun OLAHRAGA. yukkk serrrr download MOTORKU X dan jangan lupa pakai KODE VOUCHER NYQBX2CD kumpulin poinnya dapatkan VOUCHERNYA ❤️",2021-12-06T20:10:51-07:00,1.6.0,id
Muhammad Rayhan Figo,5,service bulanan,sangat memuaskan untuk booking service motor saya,2021-12-05T03:19:16-07:00,1.6.0,id
andhisakti,5,Great,Helpful!!,2021-12-03T23:23:23-07:00,1.6.0,id
Haryo D,5,Cepat dan Akurat,"Aplikasi ini sangat membantu terutama dlm urusan booking servis"". Data kendaraan bisa diketagui dari sini",2021-12-03T17:43:17-07:00,1.6.0,id
ryanyuwannn,4,Apps,Good app,2021-12-01T02:05:20-07:00,1.6.0,id
andri andaea,5,Aplikasi yg sangat bagus,Mantap. Lbh cpt booking dan gampang banyak bonus. Sudah saya rekomendasikan ke teman dan keluarga saya. - Andri andara.,2021-11-30T17:01:36-07:00,1.6.0,id
anis rokhima,5,Bagus membantu bgt,Jadi lebih mudah klo mau service motor,2021-11-30T02:16:14-07:00,1.6.0,id
dikazamharir,5,kode referal : MAHLX659,luar biasa ini aplikasi sangat membantu dan juga menarik,2021-11-29T06:47:45-07:00,1.6.0,id
aaziz_f,5,Nice,"helpful crew
clean waiting room & nice services",2021-11-28T23:26:57-07:00,1.6.0,id
davidkudou,5,Goods Project,Pelayanan Fast Respon,2021-11-28T18:45:38-07:00,1.6.0,id
chamaci,5,bagus,bagus,2021-11-28T18:24:40-07:00,1.6.0,id
Tuk Dah,5,Kode referral : VX60D0U0,"Setelah saya pake aplikasi Motorku x, saya jadi selalu ingat kapan harus service/ ganti oli motor kesayangan saya. Bisa booking service drmana dan kapan saja. Aplikasi yg sangat membantu. Juga bisa mendapat diskon pembelian part dan Aksesoris. Mantap! Kalo kalian belum pasang, bu ruang install aplikasi ini demgan memasukkan kode referral di atas . Pasti puas",2021-11-28T15:36:29-07:00,1.6.0,id
fizaintan,5,FIZ4Q778,yuk download pake kode referalku FIZ4Q778 pasti banyak poin nya dan lebih mantap,2021-11-27T11:10:16-07:00,1.6.0,id
Dany LH,5,Booking mudah lewat Motorku X !!,"Sekarang booking service motor Honda lebih mudah melalui aplikasi Motorku X, tinggal klik hari dan jam yang diinginkan kemudian tinggal datang aja ke Ahass yang dipilih melalui aplikasi. Saya punya motor Honda sebanyak 2 dan semua motor Hondaku bisa didaftarin melalui aplikasi ini, jadi mudah memantau tanggal servis berikutnya. Di aplikasi ini kita juga bisa Cancel booking servis lhoo… Dan tentunya lewat aplikasi ini banyak promonya lho !!! Yuk buruan download aplikasi Motorku X !! 
Kode Referal saya : DANMC601",2021-11-26T18:09:19-07:00,1.6.0,id
n4510nsa,5,Cukup inovatif,Aplikasinya mudah dan informatif,2021-11-26T17:27:26-07:00,1.6.0,id
Nara_131,5,Good Application,add my referal code CFXLUYTG,2021-11-26T03:24:43-07:00,1.6.0,id
JumpaLagi,5,Semoga aplikasi nya terus dikembangkan,"sangat membantu para pemilik motor honda 
ayo terus di develop aplikasi nya 
Kode Referral ABDTV416",2021-11-26T01:59:42-07:00,1.6.0,id
cocong26,5,Mudah,Mantaappp,2021-11-25T11:15:15-07:00,1.6.0,id
izze77777,5,Nice apps,"Aplikasi yg sangat berguna, easy to use",2021-11-25T05:38:46-07:00,1.6.0,id
aliamarsidique,1,Gak bisa order sparepart,Tiap kali buka catatan/keranjang sparepart yg sudah ditambahkan selalu catatan kosong. Padahal udah berkali2 masukan part ke catatan 😌,2021-11-17T00:59:21-07:00,1.6.0,id
Mas Bramantyo,5,SIGLS525,Yang baru mau daftar bisa masukin kode referral “ SIGLS525” untuk dapetin banya bonusnya. Selamat mencoba 😁😇,2021-11-05T23:54:06-07:00,1.6.0,id
Raditya Rizky,5,KODE REFFERAL : RADQT152,"Hai sahabat Honda!

Bagi pengguna baru apps Motorku X dapat bergabung dan mencantumkan kode refferal diatas ya! Salam SATU HATI",2021-11-04T18:47:44-07:00,1.6.0,id
mgarina,5,Kode Referal: MEGGY262,"Hallo Gais, honda club 
Bisa pakai kode referal diatas ya untuk aktifasi akun baru, smoga bermanfaat... terimakasih",2021-10-06T22:09:26-07:00,1.5.0,id
Maroneza,1,Sistem kacau,"Udsh daftar isi data dan lain lain, pas booking malah gagal alasannya data unit tidak ditemukan, kirim email ke CS sampe lewat WA gak ada balesan. Kalo memang belum siap sama digitalisasi gausah aneh aneh lah, bener bener ga beres bagian Customer Servicenya.",2021-10-02T18:49:08-07:00,1.5.0,id
munahinata,5,Mantap,Pelayanan sangat baik dan meniknya sangat ramah,2021-09-20T23:12:41-07:00,1.5.0,id
tuhfdresafggdtuh,1,Error force close terus,"Aplikasi g bisa d buka, setiap login ad tulisan sesion anda sdh berakhir mohon login lagi, gitu terus berulang2… kemarin pas mau masukin kode oto mlah aplikasinya kluar sndiri dan mau dftr ulang udah ad tulisannya nomor tlh terdaftar ! Mohon aplikasinya di perbaiki lagi",2021-08-14T01:59:21-07:00,1.5.0,id
andi kaa,5,Mantap,Harga bersahabat,2021-07-20T23:59:52-07:00,1.5.0,id
sape aje dah,3,Tidak ada gambar,Tidak ada pratinjua gambar di menu sparepart. Jadi bingung kalau memesan tanpa ada gambarnya. Mohon di perbaiki 🙏,2021-06-12T21:35:20-07:00,1.3.7,id
HBagooz,2,BIKIN BINGUNG,"Tidak ada gambar barang di item sparepartnya, hanya nama yanya saja. Memangnya semua orang tau nama2 item itu bentuknya seperti apa? Terkadang sebutannya aja beda. Tolong kasih gambar dong di item sparepartnya",2021-06-10T10:07:58-07:00,1.3.7,id
muchammadrs4,5,Kode Refferal : QQPNKDQN,Baru install App nya udah dapet diskon biaya service dan dapat voucher potongan buat biaya sparepartnya. Semoga kedepannya ada promo menarik lainnya. Thanks 🙏🏽,2021-04-17T19:40:46-07:00,1.3.7,id
arumshanty,5,Anakjamannow,"Mantep deh kalo servis gausah khawatir nunggu antrian lama.. 
cus pada download ya nanti registrasi bisa pakai kode referal RKEX5OD6 yah🥰",2021-04-14T21:05:08-07:00,1.3.7,id
Roden Woban,5,APLIKASI BERMANFAAT,"Sebagai pengguna motor honda, saya sangat terbantu dengan adanya aplikasi ini. Motorku X sangat membantu saya untuk memudahkan service rutin motor saya. Walaupun saya sedang keadaan sibuk, saya bisa booking untuk service supaya nggak antri lagi dan juga melalui Motorku X kita bisa dapetin voucher dan berbagai promo menarik lainnya. Yuk buat kalian pengguna motor Honda wajib banget pake aplikasi ini. Buruan install sekarang - jangan lupa masukan kode referral ku ya TLDMVH62

Motorku X MUDAH, PRAKTIS, dan SERU",2021-04-13T22:41:32-07:00,1.3.7,id
GZS14HC4,5,GZS14HC4,"Aplikasi yang keren banget ,apa lagi fitur boking servisnya yang tanpa antri mantap pokokna mah ,yang baru download jangan lupa ya pakai kode referal nya GZS14HC4",2021-04-13T15:44:03-07:00,1.3.7,id
Putrajaya1324,5,Pengalaman Service menggunakan applikasi motorku x,"Kode referal : 6GITIDMF
 Ayoo kawan service motor honda kalian sekarang !!! 
Tidak perlu antri lama dengan pakai applikasi motorku X  bisa dapatkan voucher service dan kemudahan lainnya. Motor kalian baik dan layak digunakan lebih lama. 
Ayo buruan download applikasi motorku X di appstore atau google plays store kalian. Rasakan sensasi service yang baik dan pelayanan  yang prima dari ASTRA MOTOR.",2021-04-09T18:23:04-07:00,1.3.7,id
AD4M T4N7UN6,5,Bengkel Rekomendasi banget buat motor Honda,"Pelayanan cepat, montir handal, ruang tunggu nyaman",2021-03-30T19:53:12-07:00,1.3.7,id
sunitacitra,1,Lokasi servis tidak sesuai gps,"Tidak bisa memilih lokasi servis, alamat di surabaya tapi yang muncul tempat servis di jawa tengah. Tolong diperbaiki lagi aplikasi nya terutama untuk gps, mengecewakan sekali.",2021-03-29T20:50:13-07:00,1.3.7,id
Roadchief,1,Daftar aja gak bisa,"Baru download. Mau daftar keluar tulisan ada yg salah terus. Tapi gak dikasi tau jg apa yg salah. Isinya jg cuma nama, nomer hp, email (opsional), password ama centang. Udh diisi semua tetep aja error. Malesin.",2021-02-14T21:57:21-07:00,1.3.7,id
UGOOPT9C,5,UGOOPT9C,Dengan adanyaa aplikasi motorku X semua menjadi lebih gampanggg❣️bisa booking dulu mempermudahhh dan nggak perlu ngantriii👍🏻,2021-01-31T04:10:59-07:00,1.3.7,id
Santri nekad,5,Sangat memuaskan,"Jadi enak bisa booking servis motor kapan aja, dan selalu ada promo. Semoga kualitas aplikasi bisa lebih ditingkatkan.",2021-01-31T04:01:29-07:00,1.3.7,id
ramaadit,5,Helpfull App,"Aplikasi cukup membantu bagi saya kaum yg sangat asing dengan spesifikasi motor. 
Kode referel saya STZUS5CW",2021-01-26T00:44:46-07:00,1.3.7,id
Hasbi halid,5,Joss👍,Aplikasinya membantu banget. Semoga kedepannya tambah lebih lagi,2021-01-04T18:52:42-07:00,1.3.7,id
mobikick08,5,Y4ZUBI6D,"Gunakan kode diatas untuk tambahan diskon servis motor hondamu! 
Simple, cepat, dan bsa booking servis!",2021-01-02T21:14:59-07:00,1.3.7,id
oom tik,4,Lupa password,"Saya lupa password dan belum konfirmasi email, tapi saat saya pilih lupa password dan memasukan no hp tidak ada sms balasan untuk kode ferivikasi tolong d bantu",2020-12-30T03:26:17-07:00,1.3.7,id
semangat baru,5,REFERAL : VHYYE0DH,Semoga berkah,2020-12-21T06:30:56-07:00,1.3.7,id
evan23154,4,Baik,"Menarik aplikasinya, jadikan donpet digital untuk pembayaran di deler",2020-12-10T18:24:10-07:00,1.3.6,id
Loserboysssss,5,One heart,"Anti antri antri club
Kode referal : ODHN1B5Y",2020-12-10T03:23:51-07:00,1.3.6,id
koko ramadhani,5,Mantap,Pakai aplikasi motorx mempermuda buat service bisa booked VUT1SKLL,2020-12-09T04:57:47-07:00,1.3.6,id
gusdek13,4,Good lah,Bisa booking tanpa ribet,2020-12-05T18:45:51-07:00,1.3.6,id
